R91,2025,09,10,00,22,0.8,0,0.2000,999.9,999.9,999.9,999.9,66.779523,29.228246,67.818643,28.440989,S59,-0.480000,38.349997,10,0
R91,2025,09,10,00,22,0.8,0,0.5062,999.9,999.9,999.9,999.9,344.457851,-33.080741,342.411197,-35.638793,S66,1.826530,41.507030,245,0
