R91,2025,09,03,03,21,42.2,0,0.2000,999.9,999.9,999.9,999.9,58.191829,21.524140,60.684579,23.079981,S14,-4.040975,36.759214,74,0
R91,2025,09,03,03,21,42.2,0,0.7634,999.9,999.9,999.9,999.9,47.401507,5.778560,50.728157,4.471515,S85,-3.949130,37.078102,870,0
