height,D_DT_geo
63843.03,17003.24
63383.18,19696.26
62780.48,25822.06
62213.79,24287.06
61686.94,22586.61
61171.41,22107.79
60713.86,19626.68
60048.97,28529.51
59764.63,12203.85
59380.31,16498.19
58690.89,29604.15
58050.74,27499.09
57627.04,18206.34
57177.41,19325.32
56074.87,23703.95
55650.87,18239.73
55118.62,22902.39
54751.33,15808.13
54289.69,19873.46
54485.11,8413.45
53312.69,50490.55
53641.23,14151.82
52177.11,31543.98
50948.07,52998.75
50739.63,8991.83
50148.72,25497.68
