R91,2025,09,15,20,54,50.1,0,0.6500,999.9,999.9,999.9,999.9,317.990746,-13.343525,320.410508,-19.311943,S14,-4.040975,36.759214,74,0
R91,2025,09,15,20,54,50.1,0,1.1108,999.9,999.9,999.9,999.9,310.792701,-16.604923,313.723568,-25.101611,S85,-3.949130,37.078102,870,0
