height,D_DT_geo
55821.12,18840.45
55260.22,17490.27
54633.22,19554.15
54096.02,16755.50
53454.93,19998.48
52955.52,15581.05
52308.70,20182.50
51727.39,18141.11
51180.78,17060.23
50623.96,17380.84
50115.67,15867.92
49590.46,16398.35
49075.37,16083.99
48463.00,19123.95
47963.16,15611.91
47427.33,16737.67
46963.88,14478.61
