height,D_DT_geo
73476.08,14342.86
72284.36,26076.99
71115.17,25584.76
70301.47,17806.28
69069.04,26970.34
68078.17,21684.76
66705.93,30032.13
65893.50,17780.78
64732.32,25414.56
