53.149939,41.875303,112.087874,52.505139
52.497122,41.626996,111.807339,52.976074
51.831812,41.366420,111.495123,53.452799
51.133586,41.112734,111.184970,53.945235
50.359957,40.842049,110.840767,54.483868
49.558451,40.603071,110.535727,55.031179
48.744270,40.328047,110.149433,55.584802
47.872216,40.063684,109.765167,56.168058
46.953686,39.762140,109.291808,56.776251
46.007167,39.457669,108.784580,57.393418
44.966779,39.155766,108.251726,58.060159
43.873925,38.836234,107.646241,58.748919
42.693148,38.514580,106.988841,59.479698
41.538335,38.196589,106.288866,60.180335
40.253668,37.883790,105.532817,60.946138
39.002867,37.573376,104.722901,61.674842
37.260004,37.227637,103.673313,62.674900
