height,D_DT_geo
97159.27,55032.23
95578.34,55105.85
94085.00,52077.83
92416.20,58225.35
90687.76,60338.87
89066.16,56639.06
87568.01,52353.33
85967.98,55940.68
84593.67,48071.81
82903.95,59133.42
81481.82,49793.46
79818.67,58261.40
78377.55,50508.24
77020.31,47589.93
