height,D_DT_geo
81426.06,28519.56
80848.66,14151.20
79887.03,23569.30
78971.75,22435.01
78041.93,22793.10
77192.87,20815.02
76244.03,23262.52
75426.39,20047.23
74255.79,28703.55
73663.95,14513.23
72950.22,17503.08
