height,D_DT_geo
63816.07,16460.13
63323.93,20657.97
62898.17,17875.98
62450.92,18782.57
62032.83,17562.06
61555.41,20058.98
61139.39,17483.54
60674.31,19549.62
60240.69,18231.53
59791.42,18894.00
