R91,2025,09,15,04,13,22.0,0,0.3500,999.9,999.9,999.9,999.9,30.579597,-10.240530,26.312167,-15.711058,S26,0.744033,42.017628,736,0
R91,2025,09,15,04,13,22.0,0,0.2864,999.9,999.9,999.9,999.9,158.033184,86.741183,233.757272,85.602466,S63,-0.396900,39.759000,261,0
