285.840174,54.376036,325.314212,32.893766
286.313624,54.905970,324.540067,32.982049
286.808082,55.476027,323.711516,33.066849
287.288720,56.054129,322.878432,33.138081
287.806940,56.660889,321.994695,33.222989
288.302460,57.308086,321.076902,33.271555
288.749549,58.046922,320.085337,33.238747
289.107830,58.326800,319.614408,33.365664
289.671926,58.998630,318.629364,33.451375
290.056235,59.590440,317.817106,33.442268
290.515744,59.844548,317.314556,33.658168
290.979532,60.455935,316.436388,33.697705
