R91,2025,09,15,22,31,54.9,0,0.3500,999.9,999.9,999.9,999.9,288.208478,82.759514,292.241592,85.572104,S65,1.487028,41.702661,632,0
R91,2025,09,15,22,31,54.9,0,0.4288,999.9,999.9,999.9,999.9,29.685662,54.407730,36.196220,49.293587,S20,0.744033,42.017628,736,0
